Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Timestamp,Day_of_Week,App_Response_Time,Website_Response_Time
austinthomas@gmail.com,"5855 Gross Burgs Suite 169
Ballland, AS 98525",AntiqueWhite,33.81173340621725,11.186808718643787,36.29889307823573,4.301996499354755,535.3216100850124,2023-04-21,Friday,4.3934624035562555,4.43063631836504
bethsullivan@reed.net,"80500 Mary Corners Apt. 225
Wallsville, ME 80526",Beige,34.33667722314705,11.246812606011584,38.68258378408295,2.0947616690074846,408.9583359406166,2023-04-22,Saturday,4.042537204701151,0.7015968740791633
ncummings@yahoo.com,"344 Jessica Stravenue
New Brian, MA 04730-6761",Beige,31.06132515671613,12.357638107209011,36.16604163340145,4.089330841235956,487.5554580579016,2023-04-23,Sunday,1.8234987105448195,4.210566865314191
hking@hotmail.com,"85181 Christian Courts Suite 758
Larryfurt, MS 38722-6766",PeachPuff,33.06976829928679,11.764325958658198,36.87502580891776,3.5160510174718302,487.64623174384167,2023-04-24,Monday,4.218571256957881,1.4895208329793055
annstone@hotmail.com,"543 Reynolds Burg
Melindaberg, KY 46631",LightPink,34.60624245261783,11.761883803681748,38.12651979793058,1.8208106181524435,402.1671222237256,2023-04-25,Tuesday,4.654217258787453,2.944765325785971
christopher44@hotmail.com,"549 Anna Avenue
Port Laura, CA 76209-9339",WhiteSmoke,34.23824191192028,11.550300110865926,35.769329630500295,4.183143661726128,551.0230017027826,2023-04-26,Wednesday,4.075567567477363,1.5741118449211278
autumn88@mendoza-mills.com,"214 Obrien Lakes Suite 572
South Jeremy, KS 52867-7617",MediumOrchid,32.04781463313985,12.482669924970503,35.536024530304154,3.393902788069372,497.38955775884335,2023-04-27,Thursday,1.5348817055196546,4.077187977195594
dhudson@ramos.net,"5661 Grant Centers
Stevensfurt, CT 53959",Olive,30.97167564388777,11.731364294077403,36.074551140168914,4.4263640805293125,494.6386097568927,2023-04-28,Friday,2.4987911049128693,2.210323621217425
egomez@hotmail.com,"768 Riley Pine Apt. 624
Kellymouth, OK 98992-3108",MistyRose,33.60685082311888,12.21407374586628,37.198427822725975,2.905238361446573,479.2474167840931,2023-04-29,Saturday,2.09289540784244,3.2579874459171516
kimberlyruiz@smith-gordon.com,"503 Adams Pines Apt. 638
North Ashleyside, AZ 34687-6128",DarkRed,33.44812500934655,11.903756682535942,36.87454360467994,2.782757828499416,462.65651893471335,2023-04-30,Sunday,3.055762013312921,0.3131057084085564
mooremichelle@logan.com,"07813 Randy Point
Lake Thomasberg, MO 06013-9920",Pink,33.36938093820547,12.222483941893726,36.35523488364423,3.4470177927906893,515.5024796636585,2023-05-01,Monday,1.871935022100126,1.349019759121223
aaron22@gmail.com,"38678 Sean Drive Suite 293
Karentown, IA 78306-2717",DarkGray,33.452295280190306,12.005916370756166,36.53409567089256,4.712233578509766,576.4776071703129,2023-05-02,Tuesday,1.1666300290307323,2.5241761421051994
michelleshepherd@price.com,"6820 Erica Vista Apt. 418
Brightside, IA 50639",Orchid,32.90469244491627,11.91374515283876,36.058647603220486,1.2281124234144234,357.85798360521926,2023-05-03,Wednesday,4.06198620597265,5.4111100986045475
zscott@wright.com,"9909 Hoffman Ranch Suite 195
Scotthaven, SC 53575",PeachPuff,35.63085386109822,12.125401967944384,38.18776368086846,4.019051426800219,597.7398788791847,2023-05-04,Thursday,3.6812657728681124,0.13498033602950205
tracy79@wheeler.net,"513 Moore Crescent Apt. 416
Amandaberg, GU 03655-2219",Magenta,32.2463499961189,11.30555143041474,37.13312675937632,1.7073897286757314,327.37795258965207,2023-05-05,Friday,2.6424604337779383,2.1631196454448425
brian28@sanchez.org,"7446 Mary Ferry
Lake Sherryfurt, GA 49066-0207",GhostWhite,34.69559119111866,11.608997070875462,37.68487727530606,3.1630919310737573,510.4013884525048,2023-05-06,Saturday,0.2078742090944617,3.321307047840442
leonardhancock@hotmail.com,"64147 Alexander Station Apt. 474
East Jasonview, MN 83788",SeaShell,34.34392190842758,11.693058197072652,36.81293412550146,3.4470928961368963,510.50147847479735,2023-05-07,Sunday,0.8133861279530462,4.378242455535699
davidsonkathleen@gmail.com,"70128 Zimmerman Overpass
Robertsshire, VA 59860",DarkBlue,33.68093694960616,11.201569884684467,37.83544772741218,2.208813678005546,403.8195198321978,2023-05-08,Monday,2.4597687822632555,3.5991780870064156
nathan84@lowery.net,"01242 Stephanie Ways Suite 003
Churchville, MO 35617",MediumSeaGreen,32.06091439841006,12.625432642053951,35.539142427505084,5.412357839551379,627.603318713015,2023-05-09,Tuesday,0.7986217941987387,2.7971072161474444
kellydeborah@chan.biz,"354 Sanchez Wall Suite 884
Juliabury, VI 39735",DarkTurquoise,33.431097102487136,13.35063168445937,37.96597162275134,2.768851943263104,510.661792219672,2023-05-10,Wednesday,4.057001924686219,1.7424521838497544
lewisjessica@craig-evans.com,"4483 Jones Motorway Suite 872
Lake Jamiefurt, UT 75292",Tan,33.23765998436727,13.566159613087605,36.4179847963968,3.746572973103466,573.8474377162277,2023-05-11,Thursday,3.3879826081637603,2.433959318120771
katrina56@gmail.com,"172 Owen Divide Suite 497
West Richard, CA 19320",PaleVioletRed,34.70252897286158,11.695736293481328,37.1902677104526,3.5765259152594644,529.0490041294304,2023-05-12,Friday,5.368593982446084,2.661317882466933
dale88@hotmail.com,"0787 Andrews Ranch Apt. 633
South Chadburgh, TN 56128",Cornsilk,32.64677668060689,11.499409061002083,38.33257633196044,4.958264472618698,551.6201454762476,2023-05-13,Saturday,3.872642005888298,3.7637410415734376
cwilson@hotmail.com,"680 Jennifer Lodge Apt. 808
Brendachester, TX 05000-5873",Teal,33.322501051305466,12.391422991118318,36.84008572976701,2.336484668112853,456.469510066298,2023-05-14,Sunday,5.0897958071657765,2.984834189443264
hannahwilson@davidson.com,"49791 Rachel Heights Apt. 898
East Drewborough, OR 55919-9528",DarkMagenta,33.71598091844986,12.418808324753911,35.771016191612965,2.735159567082275,497.7786422156802,2023-05-15,Monday,2.460408416943578,4.938528292303361
